planner,object,initial_pose_seed,planner_seed,final_pose_coverage,pose_coverage_auc,mean_incremental_pose_novelty_deg,mean_pairwise_view_distance_deg
actnerf,Bowl,13,0,0.21875,0.161328125,33.936035212888285,67.31907593024003
actnerf,Bowl,13,1,0.2734375,0.205078125,42.69532396781359,77.30818966656089
actnerf,Bowl,13,2,0.3671875,0.231640625,66.92800000030803,103.09866666646415
actnerf,Bowl,14,0,0.3203125,0.223046875,61.85603536280189,88.64646460827257
actnerf,Bowl,14,1,0.37890625,0.22734375,69.96800000020639,95.24110069651123
actnerf,Bowl,14,2,0.38671875,0.2265625,73.24196770976873,101.95114146923441
actnerf,Corner,0,0,0.33203125,0.18046875,60.40541654255871,90.90246893127548
actnerf,Corner,0,1,0.3203125,0.205859375,65.12590358801313,94.88260569567049
actnerf,Corner,0,2,0.19140625,0.153125,39.7712992371097,75.26457363237131
actnerf,Corner,1,0,0.140625,0.116015625,24.218192775354957,65.83610494098009
actnerf,Corner,1,1,0.234375,0.176171875,39.053738030091026,77.22726387583117
actnerf,Corner,1,2,0.2265625,0.177734375,50.704070726323565,82.81603536273299
actnerf,Corner,2,0,0.34765625,0.215234375,70.06217018302262,96.63740456233161
actnerf,Corner,2,1,0.33203125,0.194140625,65.3450967361021,100.66995612600694
actnerf,Corner,2,2,0.2421875,0.19140625,45.51415741300663,87.09851766998275
actnerf,Corner,3,0,0.26171875,0.158203125,43.60007072463632,72.40846755454677
actnerf,Corner,3,1,0.38671875,0.237109375,71.9098460075829,93.3374139461651
actnerf,Corner,3,2,0.40234375,0.238671875,65.9040000000665,98.05205287645067
actnerf,Corner,4,0,0.2578125,0.134765625,50.92326387358802,91.05122497624258
actnerf,Corner,4,1,0.31640625,0.2171875,60.39695621031349,90.044107816454
actnerf,Corner,4,2,0.2109375,0.171484375,45.51415741135762,87.098517668746
actnerf,Corner,5,0,0.39453125,0.234765625,55.760000000129935,105.45599999972185
actnerf,Corner,5,1,0.390625,0.23125,75.5402795466076,103.029991938157
actnerf,Corner,5,2,0.2109375,0.18203125,42.59210608809458,74.70407072450395
actnerf,Corner,6,0,0.2734375,0.146875,54.19313210003601,91.22739782423547
actnerf,Corner,6,1,0.28125,0.18984375,36.34631015951904,68.96378251076428
actnerf,Corner,6,2,0.33984375,0.218359375,63.43695621103633,98.16171507214834
actnerf,Corner,7,0,0.3125,0.219140625,60.396956211137976,90.04410781672884
actnerf,Corner,7,1,0.375,0.219921875,71.66252949560513,97.15942299152883
actnerf,Corner,7,2,0.2421875,0.192578125,50.70407072467454,82.81603536232072
actnerf,Corner,8,0,0.32421875,0.2046875,44.608035363651595,87.56939643501813
actnerf,Corner,8,1,0.328125,0.225390625,64.89603536228798,85.32517890478015
actnerf,Corner,8,2,0.3671875,0.219140625,71.54892084720407,96.39903029822469
actnerf,Corner,9,0,0.328125,0.223046875,54.75203536358818,88.64818577450868
actnerf,Corner,9,1,0.19140625,0.16640625,22.304106093168407,48.325404062062496
actnerf,Corner,9,2,0.26171875,0.20546875,50.70407072797257,82.81603536355748
actnerf,Corner,10,0,0.15234375,0.131640625,24.218192776179464,65.83610494180459
actnerf,Corner,10,1,0.31640625,0.185546875,54.8494443693516,92.81112799933622
actnerf,Corner,10,2,0.38671875,0.229296875,61.63621548831213,94.76342213121292
actnerf,Corner,11,0,0.328125,0.1765625,60.40541654214646,90.90246893113803
actnerf,Corner,11,1,0.15625,0.12734375,24.21819277494271,65.83610494152975
