level,variant,object,initial_pose_seed,score_map_correlation,action_flip,top_direction_deviation_deg,oracle_regret
moderate,ray_gpis,Corner,20,0.6977442993247881,0.0,9.404968297543313,0.03592658940354243
moderate,ray_gpis,Corner,21,0.027742099939498117,0.6,81.09262888228025,0.00017767616700630206
moderate,ray_gpis,Corner,22,0.6850623299558583,0.0,9.318668370241792,0.0
moderate,ray_gpis,Bowl,15,0.8530021529526206,0.0,13.006128035615234,0.06712270394539113
moderate,ray_gpis,Bowl,16,0.6945361853398946,0.1,16.858870521300272,0.007340579597328756
moderate,ray_gpis,Bowl,17,0.8320828922522315,0.0,4.049095313137594,0.06703065503606931
moderate,ray_gpis,Bowl,18,0.8061694609750514,0.3,5.8711233407738295,0.1789421102775164
moderate,ray_gpis,Bowl,19,0.7962101596475165,0.0,5.8084494858236,0.07242123661723165
moderate,ray_gpis,Bowl,20,0.7976224353439193,0.0,14.324793465020315,0.0295867784427557
moderate,ray_gpis,Bowl,21,0.7622424682421606,0.05,9.880616670656595,0.010871788560006628
moderate,ray_gpis,Bowl,22,0.8727755922407872,0.0,16.406590061858697,0.032325721594081425
moderate,ray_gpis,Thin_Irregular,15,0.39199931680099104,0.0,19.113825630235144,0.0
moderate,ray_gpis,Thin_Irregular,16,0.24937918430991068,0.45,86.23861078587424,0.0007160113312510763
moderate,ray_gpis,Thin_Irregular,17,0.8572244435225451,0.0,2.9115269956859042,0.0
moderate,ray_gpis,Thin_Irregular,18,0.7933566033417258,0.4,7.883773440861813,0.05203116283600191
moderate,ray_gpis,Thin_Irregular,19,0.17021218385214004,0.6,66.76593570172342,0.006936023744041076
moderate,ray_gpis,Thin_Irregular,20,0.8187503933966582,0.0,2.0324341137304915,0.0
moderate,ray_gpis,Thin_Irregular,21,0.7384045977340352,0.0,9.2569075910155,0.020635330472025815
moderate,ray_gpis,Thin_Irregular,22,0.8073918874456396,0.65,107.65174952837204,0.02254637444710547
severe,ray_gpis_pointwise,Cube,15,0.3323540498397802,0.3,9.365751380938091,0.024429710647579195
severe,ray_gpis_pointwise,Cube,16,0.03490576361867703,0.3,77.18653168070236,5.005504542221484e-06
severe,ray_gpis_pointwise,Cube,17,0.03417837319752803,0.5,68.64595706387009,0.0001405974651488173
severe,ray_gpis_pointwise,Cube,18,0.44521486610208283,0.0,12.675769052671445,0.0
severe,ray_gpis_pointwise,Cube,19,0.4161834086747539,0.05,8.01289319449538,0.0010403657050884808
severe,ray_gpis_pointwise,Cube,20,-0.03102283131151292,0.55,81.5878175302402,6.757093123367919e-05
severe,ray_gpis_pointwise,Cube,21,0.49957109035248315,0.0,11.676483058866296,0.0
severe,ray_gpis_pointwise,Cube,22,0.37055046921492324,0.1,4.531421082825281,0.06116361939542188
severe,ray_gpis_pointwise,Cylinder,15,0.0011169242034633703,0.4,68.55819169683889,0.0006614552014431729
severe,ray_gpis_pointwise,Cylinder,16,0.2959230873769741,0.15,25.130215354393123,0.0038251801109126403
severe,ray_gpis_pointwise,Cylinder,17,0.5677080710688943,0.0,8.894633401069155,0.0
severe,ray_gpis_pointwise,Cylinder,18,0.09721391109399777,0.95,49.56119994860538,0.0023907447415579485
severe,ray_gpis_pointwise,Cylinder,19,0.5257343642710002,0.0,11.5136961830495,0.0
severe,ray_gpis_pointwise,Cylinder,20,0.06034872918605201,0.95,144.72225150631107,0.002345146069092008
severe,ray_gpis_pointwise,Cylinder,21,0.06872954337376973,0.65,39.018996514500024,0.0
severe,ray_gpis_pointwise,Cylinder,22,0.1355581940947585,0.05,61.47872627972945,0.00045447386269504284
severe,ray_gpis_pointwise,green_Pepper,15,0.41681488183794907,0.05,13.92984349835864,0.0017058981081362612
severe,ray_gpis_pointwise,green_Pepper,16,0.18463671606775003,0.1,37.625847781976134,0.0026892172619937703
severe,ray_gpis_pointwise,green_Pepper,17,0.3084932550354772,0.0,10.657505818791671,0.0
severe,ray_gpis_pointwise,green_Pepper,18,0.1643770385099565,0.25,19.61540695770305,0.0018675214320676148
