planner,object,initial_pose_seed,mean_visibility_ratio,mean_pose_error_deg,mean_translation_error_mm,mean_action_execution_error_deg
ray_gpis_hit_only,L_Shaped,14,0.4562170786269475,8.313128463470848,4.963733751906271,26.49337875003427
ray_gpis_hit_only,Thin_Irregular,0,0.6767941019140767,3.527882300511914,3.0585700886726093,24.45575683360549
ray_gpis_hit_only,Thin_Irregular,1,0.6567699220961937,3.8570387617782065,2.0388743799386853,22.190368050893618
ray_gpis_hit_only,Thin_Irregular,2,0.590641868679248,10.07095123713999,7.831696258194931,41.08744663817533
ray_gpis_hit_only,Thin_Irregular,3,0.5656879459927483,5.021239174450048,3.392212283481352,17.57247893113658
ray_gpis_hit_only,Thin_Irregular,4,0.6015951482002224,5.037341521952029,3.013024403128149,24.725924948191427
ray_gpis_hit_only,Thin_Irregular,5,0.6133090947647649,3.5472528858656722,2.7962153441599775,32.63596409378688
ray_gpis_hit_only,Thin_Irregular,6,0.501380537289266,9.645995199932072,4.847769603380961,18.563590468623254
ray_gpis_hit_only,Thin_Irregular,7,0.6102159904763731,7.520853355226283,3.685253757633435,40.462943592590484
ray_gpis_hit_only,Thin_Irregular,8,0.6563874530416434,4.901093038940275,1.9293234448292715,34.30275337957351
ray_gpis_hit_only,Thin_Irregular,9,0.5200471406323204,7.201614555864232,2.0397567567919674,48.49749979125374
ray_gpis_hit_only,Thin_Irregular,10,0.5866002834302778,8.332332628374116,6.046544974640012,26.378049878495233
ray_gpis_hit_only,Thin_Irregular,11,0.6438103206859529,6.673006365153062,2.7166524266825434,47.92778886644496
ray_gpis_hit_only,Thin_Irregular,12,0.6776811257764385,6.77016425828003,2.9569356418399937,27.069162392434713
ray_gpis_hit_only,Thin_Irregular,13,0.6337043344549816,5.646882388608855,2.233145966430022,41.6712656361726
ray_gpis_hit_only,Thin_Irregular,14,0.6113299409766645,3.3798177968547503,3.2466336706614434,15.861805691652481
ray_gpis_hit_only,green_Pepper,0,0.5332762206503979,5.042413235678069,2.5453174895313837,56.9415704600393
