metric,baseline,pairs,positive_means_ray_better,mean_improvement,ci95_low,ci95_high,wins,ties,losses,p_two_sided,p_holm
score_gain_correlation,ray_gpis_pointwise,120,True,0.002499999999999998,-0.022500000000000003,0.0275,35,50,35,0.8463323182709648,1.0
score_gain_correlation,ray_gpis_uncertainty_only,120,True,-0.01343080732774501,-0.05296135735755756,0.02530022711888179,56,17,47,0.8216541142413666,1.0
oracle_regret_f@5,er_gpis,120,True,0.0024873978181214644,-0.0006550546186229842,0.005775152642991399,53,25,42,0.10881917731235341,0.43527670924941364
oracle_regret_f@5,pose_novelty,120,True,-0.002905815546177631,-0.006036807998324233,-0.0001378505766150743,50,12,58,0.39245445486309727,1.0
oracle_regret_f@5,ray_gpis_hit_only,120,True,0.0035496379065104344,0.0003531434879264017,0.00658854774922356,54,37,29,0.0026115393770405515,0.013057696885202757
oracle_regret_f@5,ray_gpis_novelty_only,120,True,0.010124048598309935,0.00632635796307694,0.014156768308171875,42,67,11,1.0485573369959822e-06,6.2913440219758935e-06
oracle_regret_f@5,ray_gpis_pointwise,120,True,-5.597164966963852e-05,-0.0007867051176292288,0.0006334497896382847,17,86,17,0.8659985983977094,1.0
oracle_regret_f@5,ray_gpis_uncertainty_only,120,True,0.000695916243001653,-0.0008292211046124078,0.002247277594717207,38,41,41,0.45168508181907063,1.0
oracle_action_accuracy,er_gpis,120,True,0.02666666666666667,-0.016666666666666666,0.07000000000000002,45,43,32,0.2661153252541869,1.0
oracle_action_accuracy,pose_novelty,120,True,-0.026666666666666665,-0.07166666666666668,0.016666666666666666,38,43,39,0.388631054167751,1.0
oracle_action_accuracy,ray_gpis_hit_only,120,True,0.016666666666666666,-0.025,0.05666666666666667,37,59,24,0.3282467469524011,1.0
oracle_action_accuracy,ray_gpis_novelty_only,120,True,0.08666666666666667,0.04833333333333333,0.12666666666666668,33,80,7,5.371159204514697e-06,3.222695522708818e-05
oracle_action_accuracy,ray_gpis_pointwise,120,True,0.009999999999999998,-0.011666666666666669,0.033333333333333326,14,94,12,0.49919503927230835,1.0
oracle_action_accuracy,ray_gpis_uncertainty_only,120,True,0.015000000000000003,-0.015000000000000003,0.045000000000000005,29,65,26,0.3767788496574612,1.0
consecutive_score_map_correlation,er_gpis,120,True,-0.05278940429743377,-0.0831093111637691,-0.023533626795868536,52,0,68,0.003901799082906598,0.003901799082906598
consecutive_score_map_correlation,pose_novelty,120,True,0.5349577187987258,0.5005496353086271,0.5711778012567572,120,0,0,1.9719517121524354e-21,1.1831710272914612e-20
consecutive_score_map_correlation,ray_gpis_hit_only,120,True,0.08343852648279931,0.06104751921231388,0.10518318333229829,90,0,30,4.354358372287605e-10,8.70871674457521e-10
consecutive_score_map_correlation,ray_gpis_novelty_only,119,True,0.0960855822993781,0.07034696934708004,0.12021825739048869,105,0,14,3.3575283264994955e-13,1.0072584979498486e-12
consecutive_score_map_correlation,ray_gpis_pointwise,120,True,0.15930969061153188,0.14906591756023185,0.16993802813296685,119,0,1,2.0737159058532836e-21,1.1831710272914612e-20
consecutive_score_map_correlation,ray_gpis_uncertainty_only,120,True,-0.0924109490416541,-0.11189816659663669,-0.07308685095430238,18,0,102,9.24487633120538e-15,3.697950532482152e-14
planning_time_s,er_gpis,120,True,-0.03801678035357327,-0.051275614700085494,-0.02620666493488534,12,0,108,2.1546679614911214e-17,8.618671845964485e-17
planning_time_s,pose_novelty,120,True,-0.13615382582223295,-0.1498692287085129,-0.12426624950765534,0,0,120,1.9719517121524354e-21,1.1831710272914612e-20
planning_time_s,ray_gpis_hit_only,120,True,0.03817855903958843,0.031276371691020655,0.0458448637621744,117,0,3,8.90587938732929e-18,4.4529396936646445e-17
planning_time_s,ray_gpis_novelty_only,120,True,0.002534774069160146,-0.001722394514127396,0.00734588055284924,51,0,69,0.037342384391874484,0.07468476878374897
planning_time_s,ray_gpis_pointwise,120,True,-0.0013967215265438422,-0.004173005802556873,0.0020529677892955067,49,0,71,0.004000311931008837,0.012000935793026512
planning_time_s,ray_gpis_uncertainty_only,120,True,0.0001856537411125205,-0.0016380784045353144,0.0020731342279887003,59,0,61,0.8978921092333514,0.8978921092333514
