planner,object,initial_pose_seed,final_pose_coverage,pose_coverage_auc,mean_incremental_pose_novelty_deg,mean_pairwise_view_distance_deg
er_gpis,green_Pepper,16,0.34765625,0.214453125,60.282754523342284,91.35034853453912
er_gpis,green_Pepper,17,0.32421875,0.213671875,63.700000210348136,95.5054544510977
er_gpis,green_Pepper,18,0.38671875,0.234765625,76.39359261362223,101.85969851347494
er_gpis,green_Pepper,19,0.32421875,0.21484375,66.6886254314682,87.51775999427015
er_gpis,green_Pepper,20,0.34375,0.21328125,65.72614141826466,98.1161703395942
er_gpis,green_Pepper,21,0.3125,0.1984375,60.8721380105978,96.05192241638365
er_gpis,green_Pepper,22,0.3515625,0.2265625,64.87596105069167,96.63818600788498
pose_novelty,Bowl,15,0.39453125,0.23125,71.73060605917944,103.50595386434777
pose_novelty,Bowl,16,0.40234375,0.241015625,76.27730310897641,91.06004942388725
pose_novelty,Bowl,17,0.3828125,0.2265625,73.84277335754317,94.94804901659228
pose_novelty,Bowl,18,0.37109375,0.226953125,75.83446871614936,91.6514178759556
pose_novelty,Bowl,19,0.35546875,0.2109375,66.1535642384394,102.09009666828203
pose_novelty,Bowl,20,0.38671875,0.232421875,75.8618782615912,93.79851577507097
pose_novelty,Bowl,21,0.38671875,0.225390625,78.04649725987228,91.50684732854201
pose_novelty,Bowl,22,0.375,0.21953125,72.56667800017901,98.51526761426138
pose_novelty,Corner,15,0.41015625,0.240625,80.21077241529986,100.34299635645826
pose_novelty,Corner,16,0.3828125,0.2390625,69.82009100426058,101.18092858319075
pose_novelty,Corner,17,0.3828125,0.22109375,72.7722247309541,93.03801228852105
pose_novelty,Corner,18,0.36328125,0.229296875,62.27028457311063,101.80336112758097
pose_novelty,Corner,19,0.390625,0.230078125,73.70361109436892,104.1493007491001
pose_novelty,Corner,20,0.3984375,0.2421875,75.76014585314081,89.68249163469437
pose_novelty,Corner,21,0.40234375,0.230859375,85.35629749987078,96.29775418226276
pose_novelty,Corner,22,0.359375,0.225,76.1935809801524,96.2584786635589
pose_novelty,Cross,15,0.38671875,0.22890625,70.65065633284338,96.48827857698802
pose_novelty,Cross,16,0.37890625,0.226953125,66.85137391760642,96.36393482649966
pose_novelty,Cross,17,0.3671875,0.23359375,71.13126953605432,99.30751379634687
pose_novelty,Cross,18,0.390625,0.23515625,67.303128277565,95.62464855539126
pose_novelty,Cross,19,0.3828125,0.220703125,85.25832721149287,97.39347461128636
pose_novelty,Cross,20,0.39453125,0.234765625,69.81988880599332,100.96091350987022
pose_novelty,Cross,21,0.3828125,0.225,77.17169985909491,98.01455965537428
pose_novelty,Cross,22,0.37109375,0.219921875,75.3995192203335,101.33811391124921
pose_novelty,Cube,15,0.3828125,0.226953125,74.80259008808169,97.90824273536342
pose_novelty,Cube,16,0.359375,0.22578125,64.48468500058623,94.58950511087315
pose_novelty,Cube,17,0.40625,0.2375,78.89489050250668,101.50052731322259
pose_novelty,Cube,18,0.39453125,0.233203125,65.51067688884639,99.59722384871235
pose_novelty,Cube,19,0.390625,0.223046875,72.71273892244918,100.94715008580847
pose_novelty,Cube,20,0.390625,0.23046875,77.25737819146481,96.54596331654918
pose_novelty,Cube,21,0.3828125,0.234375,67.35103459503496,94.24101844502668
pose_novelty,Cube,22,0.40234375,0.233203125,80.8542844874587,102.11856655658876
pose_novelty,Cylinder,15,0.37890625,0.228125,75.41296984531749,94.18244507369087
